STATE,REMARKS,Districts,Languages,
MADHYA PRADESH,East Madhya Pradesh,SATNA,NO,
MADHYA PRADESH,East Madhya Pradesh,DATIA,BUNDELI,
MADHYA PRADESH,East Madhya Pradesh,HOSHANGABAD,NO,
MADHYA PRADESH,East Madhya Pradesh,SHAHDOL,BAGHELI,
MADHYA PRADESH,East Madhya Pradesh,SIDHI,BAGHELI,
MADHYA PRADESH,East Madhya Pradesh,DAMOH,NO,
MADHYA PRADESH,East Madhya Pradesh,RAISEN,NO,
MADHYA PRADESH,East Madhya Pradesh,MORENA,NO,
MADHYA PRADESH,East Madhya Pradesh,DINDORI,BAGHELI,
MADHYA PRADESH,East Madhya Pradesh,BHOPAL,BUNDELI,
MADHYA PRADESH,East Madhya Pradesh,GUNA,NO,
MADHYA PRADESH,MADHYA PRADESH,NIWARI,BUNDELI,
MADHYA PRADESH,West Madhya Pradesh,HARDA,NO,
MADHYA PRADESH,West Madhya Pradesh,SHAJAPUR,NO,
MADHYA PRADESH,West Madhya Pradesh,INDORE,MALVI,
MADHYA PRADESH,West Madhya Pradesh,DEWAS,MALVI,
MADHYA PRADESH,West Madhya Pradesh,DHAR,MALVI,
MADHYA PRADESH,West Madhya Pradesh,UJJAIN,NO,
MADHYA PRADESH,West Madhya Pradesh,BARWANI,NIMADI,
MADHYA PRADESH,West Madhya Pradesh,KHARGONE,NIMADI,
MADHYA PRADESH,West Madhya Pradesh,RAJGARH,NO,
MADHYA PRADESH,West Madhya Pradesh,JHABUA,MALVI,
MADHYA PRADESH,West Madhya Pradesh,KHANDWA,NIMADI,
MADHYA PRADESH,West Madhya Pradesh,BURHANPUR,NIMADI,
MADHYA PRADESH,West Madhya Pradesh,ALIRAJPUR,MALVI,
MADHYA PRADESH,West Madhya Pradesh,AGAR MALWA,NO,
MAHARASHTRA,Konkan & Goa,PALGHAR,VARLI,
MAHARASHTRA,Konkan & Goa,RATNAGIRI,MARATHI,
MAHARASHTRA,Konkan & Goa,RAIGAD,MARATHI,
MAHARASHTRA,Konkan & Goa,SINDHUDURG,MARATHI,
MAHARASHTRA,Konkan & Goa,THANE,MARATHI,
MAHARASHTRA,Konkan & Goa,MUMBAI SUBURBAN,MARATHI,
MAHARASHTRA,Madhya Maharashtra,NASHIK,VARLI,
MAHARASHTRA,Madhya Maharashtra,SATARA,MARATHI,
MAHARASHTRA,Madhya Maharashtra,DHULE,KHANDESHI,
MAHARASHTRA,Madhya Maharashtra,PUNE,MARATHI,
MAHARASHTRA,Madhya Maharashtra,JALGAON,KHANDESHI,
MAHARASHTRA,Madhya Maharashtra,KOLHAPUR,MARATHI,
MAHARASHTRA,Madhya Maharashtra,NANDURBAR,KHANDESHI,
MAHARASHTRA,Madhya Maharashtra,SANGLI,MARATHI,
MAHARASHTRA,Madhya Maharashtra,SOLAPUR,MARATHI,
MAHARASHTRA,Madhya Maharashtra,AHMEDNAGAR,MARATHI,
MAHARASHTRA,Matathwada,NANDED,MARATHI,
MAHARASHTRA,Matathwada,HINGOLI,MARATHI,
MAHARASHTRA,Matathwada,OSMANABAD,MARATHI,
MAHARASHTRA,Matathwada,AURANGABAD,MARATHI,
MAHARASHTRA,Matathwada,PARBHANI,MARATHI,
MAHARASHTRA,Matathwada,BEED,MARATHI,
MAHARASHTRA,Matathwada,JALNA,MARATHI,
MAHARASHTRA,Matathwada,LATUR,MARATHI,
MAHARASHTRA,Vidarbha,CHANDRAPUR,MARATHI,
MAHARASHTRA,Vidarbha,GONDIA,MARATHI,
MAHARASHTRA,Vidarbha,WASHIM,MARATHI,
MAHARASHTRA,Vidarbha,GADCHIROLI,MARATHI,
MAHARASHTRA,Vidarbha,YAVATMAL,MARATHI,
MAHARASHTRA,Vidarbha,WARDHA,MARATHI,
MAHARASHTRA,Vidarbha,AMRAVATI,MARATHI,
MAHARASHTRA,Vidarbha,NAGPUR,MARATHI,
MAHARASHTRA,Vidarbha,AKOLA,MARATHI,
MAHARASHTRA,Vidarbha,BHANDARA,MARATHI,
MAHARASHTRA,Vidarbha,BULDHANA,KHANDESHI,
MANIPUR,MANIPUR,KANGPOKPI,NO,
MANIPUR,Naga Mani Mizo Tripura,BISHNUPUR,NO,
MANIPUR,Naga Mani Mizo Tripura,SENAPATI,NO,
MANIPUR,Naga Mani Mizo Tripura,TAMENGLONG,BISHNUPRIYA,
MANIPUR,Naga Mani Mizo Tripura,IMPHAL EAST,NO,
MANIPUR,Naga Mani Mizo Tripura,CHANDEL,NO,
MANIPUR,Naga Mani Mizo Tripura,UKHRUL,NO,
MANIPUR,Naga Mani Mizo Tripura,IMPHAL WEST,NO,
MANIPUR,Naga Mani Mizo Tripura,CHURACHANDPUR,NO,
MANIPUR,Naga Mani Mizo Tripura,THOUBAL,NO,
MEGHALAYA,Assam & Meghalaya,RI BHOI,NO,
MEGHALAYA,Assam & Meghalaya,WEST JAINTIA HILLS,NO,
MEGHALAYA,Assam & Meghalaya,EAST KHASI HILLS,NO,
MEGHALAYA,Assam & Meghalaya,WEST GARO HILLS,NO,
MEGHALAYA,Assam & Meghalaya,EAST JAINTIA HILLS,NO,
MEGHALAYA,Assam & Meghalaya,SOUTH GARO HILLS,NO,
MEGHALAYA,Assam & Meghalaya,SOUTH WEST GARO HILLS,NO,
MEGHALAYA,Assam & Meghalaya,WEST KHASI HILLS,NO,
MEGHALAYA,Assam & Meghalaya,SOUTH WEST KHASI HILLS,NO,
MEGHALAYA,Assam & Meghalaya,NORTH GARO HILLS,NO,
MEGHALAYA,,EAST GARO HILLS,NO,
MIZORAM,Naga Mani Mizo Tripura,AIZAWL,NO,
MIZORAM,Naga Mani Mizo Tripura,KOLASIB,NO,
MIZORAM,Naga Mani Mizo Tripura,LUNGLEI,NO,
MIZORAM,Naga Mani Mizo Tripura,MAMIT,NO,
MIZORAM,Naga Mani Mizo Tripura,CHAMPHAI,NO,
MIZORAM,Naga Mani Mizo Tripura,LAWNGTLAI,NO,
MIZORAM,Naga Mani Mizo Tripura,SAIHA,NO,
MIZORAM,Naga Mani Mizo Tripura,SERCHHIP,NO,
NAGALAND,Naga Mani Mizo Tripura,DIMAPUR,NO,
NAGALAND,Naga Mani Mizo Tripura,PEREN,BISHNUPRIYA,
NAGALAND,Naga Mani Mizo Tripura,PHEK,NO,
NAGALAND,Naga Mani Mizo Tripura,KIPHIRE,NO,
NAGALAND,Naga Mani Mizo Tripura,MON,NO,
NAGALAND,Naga Mani Mizo Tripura,MOKOKCHUNG,NO,
NAGALAND,Naga Mani Mizo Tripura,WOKHA,NO,
NAGALAND,Naga Mani Mizo Tripura,TUENSANG,NO,
NAGALAND,Naga Mani Mizo Tripura,ZUNHEBOTO,NO,
NAGALAND,Naga Mani Mizo Tripura,LONGLENG,NO,
NAGALAND,Naga Mani Mizo Tripura,KOHIMA,NO,
ODISHA,Orissa,KALAHANDI,ORIYA,
ODISHA,Orissa,KENDUJHAR,ORIYA,
ODISHA,Orissa,BARGARH,ORIYA,
ODISHA,Orissa,SUNDARGARH,ORIYA,
ODISHA,Orissa,NUAPADA,ORIYA,
ODISHA,Orissa,BOUDH,ORIYA,
ODISHA,Orissa,JAGATSINGHAPUR,ORIYA,
ODISHA,Orissa,KORAPUT,ORIYA,
ODISHA,Orissa,MAYURBHANJ,ORIYA,
ODISHA,Orissa,KHORDHA,ORIYA,
ODISHA,Orissa,BALANGIR,ORIYA,
ODISHA,Orissa,ANUGUL,ORIYA,
ODISHA,Orissa,NABARANGPUR,ORIYA,
ODISHA,Orissa,RAYAGADA,DRAVIDIAN,
ODISHA,Orissa,BHADRAK,ORIYA,
ODISHA,Orissa,GAJAPATI,ORIYA,
ODISHA,Orissa,SAMBALPUR,ORIYA,
ODISHA,Orissa,KANDHAMAL,ORIYA,
ODISHA,Orissa,JHARSUGUDA,ORIYA,
ODISHA,Orissa,JAJAPUR,ORIYA,
ODISHA,Orissa,GANJAM,ORIYA,
ODISHA,Orissa,NAYAGARH,ORIYA,
ODISHA,Orissa,CUTTACK,ORIYA,
ODISHA,Orissa,SONEPUR,ORIYA,
ODISHA,Orissa,MALKANGIRI,ORIYA,
ODISHA,Orissa,PURI,ORIYA,
ODISHA,Orissa,DHENKANAL,ORIYA,
ODISHA,Orissa,DEOGARH,ORIYA,
ODISHA,Orissa,KENDRAPARA,ORIYA,
ODISHA,Orissa,BALESHWAR,ORIYA,
PUDUCHERRY,,PONDICHERRY,NO,
PUDUCHERRY,,KARAIKAL,NO,
PUDUCHERRY,,MAHE,NO,
PUDUCHERRY,,YANAM,NO,
PUNJAB,Punjab,FAZILKA,PUNJABI,
PUNJAB,Punjab,KAPURTHALA,PUNJABI,
PUNJAB,Punjab,BATHINDA,PUNJABI,
PUNJAB,Punjab,FARIDKOT,PUNJABI,
PUNJAB,Punjab,SANGRUR,PUNJABI,
PUNJAB,Punjab,PATHANKOT,PUNJABI,
PUNJAB,Punjab,FATEHGARH SAHIB,PUNJABI,
PUNJAB,Punjab,GURDASPUR,PUNJABI,
PUNJAB,Punjab,LUDHIANA,PUNJABI,
PUNJAB,Punjab,PATIALA,PUNJABI,
PUNJAB,Punjab,RUPNAGAR,PUNJABI,
PUNJAB,Punjab,HOSHIARPUR,PUNJABI,
PUNJAB,Punjab,MUKTSAR,PUNJABI,
PUNJAB,Punjab,MANSA,PUNJABI,
PUNJAB,Punjab,S NAGAR,PUNJABI,
PUNJAB,Punjab,TARN TARAN,PUNJABI,
PUNJAB,Punjab,AMRITSAR,PUNJABI,
PUNJAB,Punjab,FIROZEPUR,PUNJABI,
PUNJAB,Punjab,SHAHID BHAGAT SINGH NAGAR,PUNJABI,
PUNJAB,Punjab,JALANDHAR,PUNJABI,
PUNJAB,Punjab,MOGA,PUNJABI,
PUNJAB,Punjab,BARNALA,PUNJABI,
Punjab,Punjab,Chiniot,NO,
Punjab,Punjab,Lahore,NO,
Punjab,Punjab,Bhakkar,NO,
Punjab,Punjab,Gujrat,NO,
Punjab,Punjab,Mandi Bahauddin,NO,
Punjab,Punjab,Hafizabad,NO,
Punjab,Punjab,Khushab,NO,
Punjab,Punjab,Attock,NO,
Punjab,Punjab,Jhang,NO,
Punjab,Punjab,Bahawalnagar,NO,
Punjab,Punjab,Bahawalpur,NO,
Punjab,Punjab,Chakwal,NO,
Punjab,Punjab,Dera Ghazi Khan,NO,
Punjab,Punjab,Faisalabad,NO,
Punjab,Punjab,Gujranwala,NO,
Punjab,Punjab,Jhelum,NO,
Punjab,Punjab,Kasur,NO,
Punjab,Punjab,Khanewal,NO,
Punjab,Punjab,Layyah,NO,
Punjab,Punjab,Lodhran,NO,
Punjab,Punjab,Mianwali,NO,
Punjab,Punjab,Multan,NO,
Punjab,Punjab,Muzaffargarh,NO,
Punjab,Punjab,Nankana Sahib,NO,
Punjab,Punjab,Narowal,NO,
Punjab,Punjab,Okara,NO,
Punjab,Punjab,Pakpattan,NO,
Punjab,Punjab,Rahim Yar Khan,NO,
Punjab,Punjab,Rajanpur,NO,
Punjab,Punjab,Rawalpindi,NO,
Punjab,Punjab,Sahiwal,NO,
Punjab,Punjab,Sargodha,NO,
Punjab,Punjab,Sheikhupura,NO,
Punjab,Punjab,Sialkot,NO,
Punjab,Punjab,Toba Tek Singh,NO,
Punjab,Punjab,Vehari,NO,
RAJASTHAN,East Rajasthan,AJMER,MARWARI,
RAJASTHAN,East Rajasthan,KARAULI,DHUNDHARI,
RAJASTHAN,East Rajasthan,SAWAI MADHOPUR,MARWARI,
RAJASTHAN,East Rajasthan,CHURU,BAGRI,
RAJASTHAN,East Rajasthan,SIROHI,SIROHI,
RAJASTHAN,East Rajasthan,JALORE,GODWARI,
RAJASTHAN,East Rajasthan,KOTA,HARAUTI,
RAJASTHAN,East Rajasthan,PRATAPGARH,MEWARI,
RAJASTHAN,East Rajasthan,ALWAR,MEWATI,
RAJASTHAN,East Rajasthan,GANGANAGAR,HARYANVI,
RAJASTHAN,East Rajasthan,BANSWARA,VAGDI,
RAJASTHAN,East Rajasthan,BHILWARA,MARWARI,
RAJASTHAN,East Rajasthan,JHUNJHUNU,BAGRI,
RAJASTHAN,East Rajasthan,JAIPUR,DHUNDHARI,
RAJASTHAN,East Rajasthan,CHITTORGARH,MEWARI,
RAJASTHAN,East Rajasthan,DAUSA,DHUNDHARI,
RAJASTHAN,East Rajasthan,PALI,MARWARI,MARWARI
RAJASTHAN,East Rajasthan,TONK,HARAUTI,
RAJASTHAN,East Rajasthan,DUNGARPUR,VAGDI,
RAJASTHAN,East Rajasthan,SIKAR,DHUNDHARI,
RAJASTHAN,East Rajasthan,BHARATPUR,MARWARI,
RAJASTHAN,East Rajasthan,DHOLPUR,MARWARI,
RAJASTHAN,East Rajasthan,RAJSAMAND,MEWARI,
RAJASTHAN,East Rajasthan,BUNDI,HARAUTI,
RAJASTHAN,East Rajasthan,NAGAUR,DHUNDHARI,
RAJASTHAN,East Rajasthan,HANUMANGARH,HARYANVI,
RAJASTHAN,East Rajasthan,BARAN,MARWARI,
RAJASTHAN,East Rajasthan,RATLAM,VAGDI,
RAJASTHAN,East Rajasthan,UDAIPUR,MEWARI,
RAJASTHAN,East Rajasthan,JHALAWAR,MARWARI,
RAJASTHAN,West Rajasthan,BARMER,MARWARI,
RAJASTHAN,West Rajasthan,JAISALMER,MARWARI,
RAJASTHAN,West Rajasthan,JODHPUR,MARWARI,
RAJASTHAN,West Rajasthan,BIKANER,MARWARI,
SIKKIM,Sub Himalayan West Bengal & Sikkim,WEST DISTRICT,MARWARI,
SIKKIM,Sub Himalayan West Bengal & Sikkim,NORTH DISTRICT,MARWARI,
SIKKIM,Sub Himalayan West Bengal & Sikkim,SOUTH DISTRICT,MARWARI,
SIKKIM,Sub Himalayan West Bengal & Sikkim,EAST DISTRICT,MARWARI,
Sindh,Sindh,Shikarpur,SINDHI,
Sindh,Sindh,Badin,SINDHI,
Sindh,Sindh,Dadu,SINDHI,
Sindh,Sindh,Ghotki,SINDHI,
Sindh,Sindh,Hyderabad,SINDHI,
Sindh,Sindh,Jacobabad,SINDHI,
Sindh,Sindh,Mirpurkhas,SINDHI,
Sindh,Sindh,Jamshoro,SINDHI,
Sindh,Sindh,Kambar-Shahdadkot,SINDHI,
Sindh,Sindh,Karachi,SINDHI,
Sindh,Sindh,Kashmore,SINDHI,
Sindh,Sindh,Khairpur,SINDHI,
Sindh,Sindh,Larkana,SINDHI,
Sindh,Sindh,Matiari,SINDHI,
Sindh,Sindh,Naushehro Feroze,SINDHI,
Sindh,Sindh,Sanghar,SINDHI,
Sindh,Sindh,Shaheed Benazirabad,SINDHI,
Sindh,Sindh,Sukkur,SINDHI,
Sindh,Sindh,Tando Allah Yar,SINDHI,
Sindh,Sindh,Tando Muhammad Khan,SINDHI,
Sindh,Sindh,Tharparkar,SINDHI,
Sindh,Sindh,Thatta,SINDHI,
Sindh,Sindh,Sajawal,SINDHI,
Sindh,Sindh,Umerkot,SINDHI,
TAMIL NADU,Tamil Nadu,KANNIYAKUMARI,DRAVIDIAN,
TAMIL NADU,Tamil Nadu,THIRUVARUR,DRAVIDIAN,
TAMIL NADU,Tamil Nadu,PERAMBALUR,DRAVIDIAN,
TAMIL NADU,Tamil Nadu,DINDIGUL,DRAVIDIAN,
TAMIL NADU,Tamil Nadu,THANJAVUR,DRAVIDIAN,
TAMIL NADU,Tamil Nadu,KARUR,DRAVIDIAN,
TAMIL NADU,Tamil Nadu,THIRUVALLUR,DRAVIDIAN,
TAMIL NADU,Tamil Nadu,ERODE,DRAVIDIAN,
TAMIL NADU,Tamil Nadu,COIMBATORE,DRAVIDIAN,
TAMIL NADU,Tamil Nadu,PUDUKKOTTAI,DRAVIDIAN,
TAMIL NADU,Tamil Nadu,NAGAPATTINAM,DRAVIDIAN,
TAMIL NADU,Tamil Nadu,MADURAI,DRAVIDIAN,
TAMIL NADU,Tamil Nadu,TIRUCHIRAPPALLI,DRAVIDIAN,
TAMIL NADU,Tamil Nadu,CUDDALORE,DRAVIDIAN,
TAMIL NADU,Tamil Nadu,SIVAGANGA,DRAVIDIAN,
TAMIL NADU,Tamil Nadu,THE NILGIRIS,DRAVIDIAN,
TAMIL NADU,Tamil Nadu,TIRUNELVELI,DRAVIDIAN,
TAMIL NADU,Tamil Nadu,TUTICORIN,DRAVIDIAN,
TAMIL NADU,Tamil Nadu,KANCHIPURAM,DRAVIDIAN,
TAMIL NADU,Tamil Nadu,TIRUVANNAMALAI,DRAVIDIAN,
TAMIL NADU,Tamil Nadu,KRISHNAGIRI,DRAVIDIAN,
TAMIL NADU,Tamil Nadu,VIRUDHUNAGAR,DRAVIDIAN,
TAMIL NADU,Tamil Nadu,TIRUPPUR,DRAVIDIAN,
TAMIL NADU,Tamil Nadu,THENI,DRAVIDIAN,
TAMIL NADU,Tamil Nadu,NAMAKKAL,DRAVIDIAN,
TAMIL NADU,Tamil Nadu,VILLUPURAM,DRAVIDIAN,
TAMIL NADU,Tamil Nadu,RAMANATHAPURAM,DRAVIDIAN,
TAMIL NADU,Tamil Nadu,DHARMAPURI,DRAVIDIAN,
TAMIL NADU,Tamil Nadu,ARIYALUR,DRAVIDIAN,
TAMIL NADU,Tamil Nadu,VELLORE,DRAVIDIAN,
TAMIL NADU,Tamil Nadu,SALEM,DRAVIDIAN,
TAMIL NADU,TAMIL NADU,TIRUPATHUR,DRAVIDIAN,
TAMIL NADU,TAMIL NADU,RANIPET,DRAVIDIAN,
TAMIL NADU,TAMIL NADU,CHENNAI,DRAVIDIAN,
TAMIL NADU,TAMIL NADU,KALLAKURICHI,DRAVIDIAN,
TAMIL NADU,TAMIL NADU,TENKASI,DRAVIDIAN,
TELANGANA,Telangana,NAGARKURNOOL,DRAVIDIAN,
TELANGANA,Telangana,KHAMMAM,DRAVIDIAN,
TELANGANA,Telangana,NIZAMABAD,DRAVIDIAN,
TELANGANA,Telangana,RANGAREDDI,DRAVIDIAN,
TELANGANA,Telangana,WANAPARTHY,DRAVIDIAN,
TELANGANA,Telangana,HANUMAKONDA,DRAVIDIAN,
TELANGANA,Telangana,JAGITIAL,DRAVIDIAN,
TELANGANA,Telangana,KOMARAM BHEEM ASIFABAD,DRAVIDIAN,
TELANGANA,Telangana,JOGULAMBA,DRAVIDIAN,
TELANGANA,Telangana,VIKARABAD,DRAVIDIAN,
TELANGANA,Telangana,KARIMNAGAR,DRAVIDIAN,
TELANGANA,Telangana,WARANGAL,DRAVIDIAN,
TELANGANA,Telangana,MAHABUBABAD,DRAVIDIAN,
TELANGANA,Telangana,MANCHERIAL,DRAVIDIAN,
TELANGANA,Telangana,HYDERABAD,DRAVIDIAN,
TELANGANA,Telangana,MEDAK,DRAVIDIAN,
TELANGANA,Telangana,SURYAPET,DRAVIDIAN,
TELANGANA,Telangana,NALGONDA,DRAVIDIAN,
TELANGANA,Telangana,JAYASHANKAR,DRAVIDIAN,
TELANGANA,Telangana,MAHBUBNAGAR,DRAVIDIAN,
TELANGANA,Telangana,JANGOAN,DRAVIDIAN,
TELANGANA,Telangana,YADADRI,DRAVIDIAN,
TELANGANA,Telangana,MEDCHAL MALKAJGIRI,DRAVIDIAN,
TELANGANA,Telangana,BHADRADRI,DRAVIDIAN,
TELANGANA,Telangana,ADILABAD,DRAVIDIAN,
TELANGANA,Telangana,RAJANNA,DRAVIDIAN,
TELANGANA,Telangana,NIRMAL,DRAVIDIAN,
TELANGANA,Telangana,KAMAREDDY,DRAVIDIAN,
TELANGANA,Telangana,SANGAREDDY,DRAVIDIAN,
TELANGANA,Telangana,PEDDAPALLI,DRAVIDIAN,
TELANGANA,Telangana,SIDDIPET,DRAVIDIAN,
TELANGANA,TELANGANA,MULUGU,DRAVIDIAN,
TELANGANA,TELANGANA,NARAYANAPET,DRAVIDIAN,
TRIPURA,Naga Mani Mizo Tripura,DHALAI,MARWARI,
TRIPURA,Naga Mani Mizo Tripura,GOMATI,MARWARI,
TRIPURA,Naga Mani Mizo Tripura,KHOWAI,MARWARI,
TRIPURA,Naga Mani Mizo Tripura,WEST TRIPURA,MARWARI,
TRIPURA,Naga Mani Mizo Tripura,SOUTH TRIPURA,MARWARI,
TRIPURA,Naga Mani Mizo Tripura,UNAKOTI,MARWARI,
TRIPURA,Naga Mani Mizo Tripura,NORTH TRIPURA,MARWARI,
TRIPURA,Naga Mani Mizo Tripura,SEPAHIJALA,MARWARI,
UTTAR PRADESH,East Uttar Pradesh,ALLAHABAD,MARWARI,
UTTAR PRADESH,East Uttar Pradesh,GORAKHPUR,BHOJPURI,
UTTAR PRADESH,East Uttar Pradesh,KUSHI NAGAR,BHOJPURI,
UTTAR PRADESH,East Uttar Pradesh,BAHRAICH,MARWARI,
UTTAR PRADESH,East Uttar Pradesh,CHITRAKOOT,MARWARI,
UTTAR PRADESH,East Uttar Pradesh,MIRZAPUR,MARWARI,
UTTAR PRADESH,East Uttar Pradesh,SANT KABEER NAGAR,MARWARI,
UTTAR PRADESH,East Uttar Pradesh,MAHARAJGANJ,BHOJPURI,
UTTAR PRADESH,East Uttar Pradesh,DEORIA,BHOJPURI,
UTTAR PRADESH,East Uttar Pradesh,PRATAPGADH,AWADHI,
UTTAR PRADESH,East Uttar Pradesh,CHANDAULI,BHOJPURI,
UTTAR PRADESH,East Uttar Pradesh,AMBEDKAR NAGAR,MARWARI,
UTTAR PRADESH,East Uttar Pradesh,JAUNPUR,MARWARI,
UTTAR PRADESH,East Uttar Pradesh,GHAZIPUR,BHOJPURI,
UTTAR PRADESH,East Uttar Pradesh,BASTI,AWADHI,
UTTAR PRADESH,East Uttar Pradesh,SULTANPUR,AWADHI,
UTTAR PRADESH,East Uttar Pradesh,BALLIA,BHOJPURI,
UTTAR PRADESH,East Uttar Pradesh,GONDA,AWADHI,
UTTAR PRADESH,East Uttar Pradesh,AZAMGARH,BHOJPURI,
UTTAR PRADESH,East Uttar Pradesh,SONBHADRA,BHOJPURI,
UTTAR PRADESH,East Uttar Pradesh,SIDDHARTH NAGAR,MARWARI,
UTTAR PRADESH,East Uttar Pradesh,VARANASI,BHOJPURI,
UTTAR PRADESH,East Uttar Pradesh,MAU,BHOJPURI,
UTTAR PRADESH,East Uttar Pradesh,SANT RAVIDAS NAGAR,MARWARI,
UTTAR PRADESH,West Uttar Pradesh,KANPUR DEHAT,MARWARI,
UTTAR PRADESH,West Uttar Pradesh,FATEHPUR,AWADHI,
UTTAR PRADESH,West Uttar Pradesh,BAREILLY,KANNAUJI,
UTTAR PRADESH,West Uttar Pradesh,BUDAUN,KANNAUJI,
UTTAR PRADESH,West Uttar Pradesh,SHAMLI,KAURAVI,
UTTAR PRADESH,West Uttar Pradesh,LUCKNOW,MARWARI,
UTTAR PRADESH,West Uttar Pradesh,GHAZIABAD,NO,
UTTAR PRADESH,West Uttar Pradesh,KAUSHAMBI,MARWARI,
UTTAR PRADESH,West Uttar Pradesh,UNNAO,MARWARI,
UTTAR PRADESH,West Uttar Pradesh,BANDA,MARWARI,
UTTAR PRADESH,West Uttar Pradesh,BAGHPAT,MARWARI,
UTTAR PRADESH,West Uttar Pradesh,RAMPUR,KAURAVI,
UTTAR PRADESH,West Uttar Pradesh,ETAWAH,KANNAUJI,
UTTAR PRADESH,West Uttar Pradesh,KANPUR NAGAR,MARWARI,
UTTAR PRADESH,West Uttar Pradesh,AURAIYA,KANNAUJI,
UTTAR PRADESH,West Uttar Pradesh,JHANSI,BUNDELI,
UTTAR PRADESH,West Uttar Pradesh,SHAHJAHANPUR,KANNAUJI,
UTTAR PRADESH,West Uttar Pradesh,AGRA,KANNAUJI,
UTTAR PRADESH,West Uttar Pradesh,BARABANKI,MARWARI,
UTTAR PRADESH,West Uttar Pradesh,LALITPUR,BUNDELI,
UTTAR PRADESH,West Uttar Pradesh,MATHURA,BRAJ,
UTTAR PRADESH,West Uttar Pradesh,HAMIRPURA,MARWARI,
UTTAR PRADESH,West Uttar Pradesh,MUZAFFARNAGAR,KAURAVI,
UTTAR PRADESH,West Uttar Pradesh,MAHOBA,MARWARI,
UTTAR PRADESH,West Uttar Pradesh,AYODHYA,AWADHI,
UTTAR PRADESH,West Uttar Pradesh,SAHARANPUR,KAURAVI,
UTTAR PRADESH,West Uttar Pradesh,AMROHA,KAURAVI,
UTTAR PRADESH,West Uttar Pradesh,JALAUN,KANNAUJI,
UTTAR PRADESH,West Uttar Pradesh,MORADABAD,KAURAVI,
UTTAR PRADESH,West Uttar Pradesh,SITAPUR,MARWARI,
UTTAR PRADESH,West Uttar Pradesh,ALIGARH,BRAJ,
UTTAR PRADESH,West Uttar Pradesh,HATHRAS,BRAJ,
UTTAR PRADESH,West Uttar Pradesh,MEERUT,MARWARI,
UTTAR PRADESH,West Uttar Pradesh,BULANDSHAHR,MARWARI,
UTTAR PRADESH,West Uttar Pradesh,AMETHI,AWADHI,
UTTAR PRADESH,West Uttar Pradesh,PILIBHIT,KANNAUJI,
UTTAR PRADESH,West Uttar Pradesh,BIJNOR,KAURAVI,
UTTAR PRADESH,West Uttar Pradesh,HARDOI,MARWARI,
UTTAR PRADESH,West Uttar Pradesh,RAE BARELI,AWADHI,
UTTAR PRADESH,West Uttar Pradesh,GAUTAM BUDDHA NAGAR,MARWARI,
UTTAR PRADESH,West Uttar Pradesh,FARRUKHABAD,KANNAUJI,
UTTAR PRADESH,West Uttar Pradesh,FIROZABAD,KANNAUJI,
UTTAR PRADESH,West Uttar Pradesh,BALRAMPURA,AWADHI,
UTTAR PRADESH,West Uttar Pradesh,SHRAVASTI,MARWARI,
UTTAR PRADESH,West Uttar Pradesh,HAPUR,MARWARI,
UTTAR PRADESH,West Uttar Pradesh,KHERI,MARWARI,
UTTAR PRADESH,West Uttar Pradesh,MAINPURI,KANNAUJI,
UTTAR PRADESH,West Uttar Pradesh,SAMBHAL,BRAJ,
UTTAR PRADESH,West Uttar Pradesh,KASGANJ,KANNAUJI,
UTTAR PRADESH,West Uttar Pradesh,KANNAUJ,KANNAUJI,
UTTAR PRADESH,West Uttar Pradesh,ETAH,KANNAUJI,
UTTARAKHAND,Uttarakhand,DEHRADUN,GARHWALI,
UTTARAKHAND,Uttarakhand,PITHORAGARH,KUMAUNI,
UTTARAKHAND,Uttarakhand,HARIDWAR,KUMAUNI,
UTTARAKHAND,Uttarakhand,CHAMOLI,GARHWALI,
UTTARAKHAND,Uttarakhand,UDAM SINGH NAGAR,KUMAUNI,
UTTARAKHAND,Uttarakhand,UTTAR KASHI,GARHWALI,
UTTARAKHAND,Uttarakhand,RUDRA PRAYAG,GARHWALI,
UTTARAKHAND,Uttarakhand,PAURI GARHWAL,KUMAUNI,
UTTARAKHAND,Uttarakhand,CHAMPAWAT,KUMAUNI,
UTTARAKHAND,Uttarakhand,ALMORA,KUMAUNI,
UTTARAKHAND,Uttarakhand,NAINITAL,KUMAUNI,
UTTARAKHAND,Uttarakhand,TEHRI GARHWAL,GARHWALI,
UTTARAKHAND,Uttarakhand,BAGESHWAR,KUMAUNI,
WEST BENGAL,Gangetic West Bengal,NADIA,BENGALI,
WEST BENGAL,Gangetic West Bengal,BIRBHUM,BENGALI,
WEST BENGAL,Gangetic West Bengal,HOWRAH,BENGALI,
WEST BENGAL,Gangetic West Bengal,DINAJPUR DAKSHIN,BENGALI,
WEST BENGAL,Gangetic West Bengal,PURULIA,BENGALI,
WEST BENGAL,Gangetic West Bengal,PASCHIM BARDHAMAN,BENGALI,
WEST BENGAL,Gangetic West Bengal,MEDINIPUR EAST,BENGALI,
WEST BENGAL,Gangetic West Bengal,BANKURA,BENGALI,
WEST BENGAL,Gangetic West Bengal,JHARGRAM,BENGALI,
WEST BENGAL,Gangetic West Bengal,MEDINIPUR WEST,BENGALI,
WEST BENGAL,Gangetic West Bengal,MALDAH,BENGALI,
WEST BENGAL,Gangetic West Bengal,KOLKATA,BENGALI,
